title,contents
가고파 꼬부랑길 벽화마을,"이미지 크게보기
가고파 꼬부랑길 벽화마을
분류
인문(문화/예술/역사) > 체험관광지 > 이색거리
위치
경상남도 창원시 마산합포구 성호서7길 15-8
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
문의및안내
관련 홈페이지
개요
가고파 꼬부랑길벽화마을은 2013년 12월 추산동과 성호동 일대 30여 가구를 잇는 골목에 조성됐다.
여행은 벽화마을 안내도가 설치된 성호서10길과 성호서2길이 만나는 지점에서 시작한다. 미국 러시모어산의 큰바위얼굴에 조각가 문신과 천상병 시인 등 창원시와 인연이 있는 예술가의 얼굴을 그려 넣은 벽화가 있어 쉽게 찾을 수 있다. 450m 남짓한 골목과 계단에 다양한 그림이 가득하다.
무지개 색깔로 칠한 짧은 돌계단 끝에는 마을 주민이 1910년부터 사용하던 백년우물이 있다. 마산항이 바라보이는 백년우물 옆 물지게 벽화는 가고파 꼬부랑길벽화마을 최고의 포토존이다. 이 외에도 몬드리안의 작품을 연상케 하는 벽화와 등용문을 의미하는 물고기 벽화  담벼락을 카페 입구처럼 꾸민 벽화 등 좁은 골목 곳곳에 예쁜 그림이 가득해 걷는 내내 마음이 즐겁다.
가고파 꼬부랑길벽화마을을 돌아볼 때는 마을 주민이 생활하는 공간이라는 사실을 명심하고 사생활을 침해하는 행동은 삼가야 한다.

[출처 : 창원관광]
이용안내
문의및안내
055-220-5690
관련 홈페이지
https://culture.changwon.go.kr/
가고파 꼬부랑길 벽화마을 지도
가고파 꼬부랑길 벽화마을
10km
© NAVER Corp.
일반
지형
위성
확대보기"
구룡사,"이미지 크게보기
구룡사
분류
인문(문화/예술/역사) > 역사관광지 > 사찰
위치
강원도 원주시 소초면 구룡사로 500
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
쉬는날
주차시설
신용카드가능여부
애완동물가능여부
문의및안내
관련 홈페이지
상세정보
등산로
관 람 료
화장실
주차요금
개요
신라 문무왕 6년(666)에 의상대사가 창건한 사찰로 대웅전 자리에 9마리의 용이 살고 있는 연못을 메우고 사찰을 창건하여 구룡사(九龍寺)라 하였으나  조선 중기에 거북바위 설화와 관련하여 현재의 명칭인 구룡사(龜龍寺)로 개칭하였다고 전해진다. 또한 『치악산구룡사사적』에 따르면 신라말의 고승 도선국사에 의해 창건되었다고 기록하고 있다. 현재는 강희45년 글자가 새겨진 와당이 출토되어 숙종 32년(1706)에 구룡사가 중건되었음을 알 수 있다. 대웅전 앞 좌우에는 서상원과 보광루  적묵당  심검당의 승사가 있으며 이밖에도 원통문  국사단  사천왕문  범종각  응진전 등이 있다. 절 입구에는 조선시대에 만들어진 부도군이 있고  또 구룡사의 전설을 말해주는 거북바위와 폭포아래에 용소가 있다. 또한 조선시대에 만든 황장금표가 있는데 이것은 치악산 일대의 송림에 대한 무단벌채를 금하는 표식이다.

* 구룡사 이름 속 숨어있는 전설 *

의상과 아홉용에 얽힌 전설이 전해온다. 원래 대웅전 자리에는 연못이 있었다. 그 곳에는 아홉 마리 용이 살고 있었다고 한다. 의상은 치악산을 향해 가던 중 사방을 살펴보니 동쪽으로는 주봉인 비로봉이 솟아 있고  다시 천지봉의 낙맥이 앞을 가로질은 데다가 계곡의 경치 또한 아름다워 이곳은 절을 세울만한 곳이라고 생각을 했다. 그래서 연못을 메워 절을 지으려고 용들과 도술시합을 했다. 용들이 먼저 솟구쳐 올랐다. 그러자 뇌성벽력이 치고 산들이 모두 물에 잠겨버렸다. 용들이 흐뭇해하며 주변을 살피니  의상은 비로봉과 천지봉에 줄을 걸어 배를 매놓고 그 안에서 자고 있었다. 다음은 의상이 움직였다. 부적을 한 장 그려 연못에 넣었다. 그러자 연못이 부글부글 끓기 시작했고 용들이 뜨거워 날뛰었다. 그때 놀란 용 여덟 마리가 절 앞산을 여덟조각 내면서 동해로 도망치고  한 마리는 눈이 멀어 함께 도망가지 못하고 못에 머물렀다. 그래서 절 이름도 구룡사(九龍寺)라 했고 한다. 세월이 흘러 절이 퇴락하게 되었고  어느 날 한 노인이 나타나 절 입구의 거북바위 때문에 절의 기가 약해졌으니 그 혈을 끊으라 했다. 그대로 했더니 절이 더 힘들어졌고 폐사가 되려 했다. 이번에는 한 도승이 나타나 훈수를 했다. 거북의 혈맥을 끊어서 절이 쇠락해졌으니 다시 그 혈맥을 이으라는 것이다. 그래서 절 이름을 구룡사(龜龍寺)로 바꾸었다고 한다.
이용안내
이용시간
일출~일몰
쉬는날
연중무휴
주차시설
있음 (국립공원 관리)
신용카드가능여부
불가
애완동물가능여부
불가
문의및안내
033-732-4800
관련 홈페이지
☞ 템플스테이 보러가기
hhttp://kb2.templestay.com
상세정보
등산로
* 구룡사 - 세렴폭포 - 비로봉 - 계곡 - 구룡사 (10.9Km  06:00)
* 구룡사 - 세렴폭포 - 비로봉 - 곧은치 - 부곡리 (15.8Km  8:00)
* 황골 - 입석사 - 비로봉 - 세렴폭포 - 구룡사 (10.7Km  5:00)
* 행구동 - 국향사 - 향로봉 - 세렴폭포 - 구룡사 (14.2Km  7:00)
* 금대리 - 영원사 - 남대봉 - 비로봉 - 세렴폭포 - 구룡사 (22.6Km  12:00)
* 성남리 - 상원사 - 남대봉 - 비로봉 - 세렴폭포 - 구룡사 (23.8Km  13:00)
관 람 료
개인 - 성인 2 500원 / 학생.청소년 800원 / 어린이 500원
단체 - 성인 2 300원 / 학생.청소년 700원 / 어린이 400원
※ 단체 30인 이상
화장실
있음
주차요금
[최초 1시간]
경형 500원/중 소형 1 100원/대형 2 000원
[1시간이후 10분당]
경형 100원/중 소형(비수기 250원  성수기 300원)/대형(비수기 400원  성수기 500원)
[9시간이상]
경형5 000원/중 소형 13 000원/대형 20 000원
[월정기주차]
경형 50 000원/중 소형 150 000원/대형 200 000원
※ 정기버스 : 무료(정기주차제외)
※ 당일  1구역 기준(차종구분은 정액요금과 동일)
※ 주차장 사용권 분실 시 사용료 적용시간 : 당일 주차장 운영개시 시간부터 출차시간
구룡사 지도
구룡사
5km
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
삼성산성지,"이미지 크게보기
삼성산성지
분류
인문(문화/예술/역사) > 역사관광지 > 종교성지
위치
서울특별시 관악구 호암로 454-16
출처원문보기
대한민국구석구석 원문보기
개요
삼성산(三聖山) 성지는 기해박해(1839년)때 새남터에서 서양인 성직자로는 처음으로 천주교를 전교했다는 이유로 사형을 선고받아  1839년 9월 21일(음 8월 14일)에 군문효수의 극형으로 순교한 프랑스 선교사 성 라우렌시오 앵베르 범(范) 주교와 성 베드로 모방 나(羅) 신부  성 야고보 샤스땅 정(鄭) 신부의 유해가 모셔진 곳이다.
이용안내
쉬는날
연중무휴
문의및안내
삼선산성당 02-875-2271
천주교삼성산성지 지도
천주교삼성산성지
300m
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
구담봉.옥순봉,"이미지 크게보기
구담봉.옥순봉
분류
자연 > 자연관광지 > 산
위치
충청북도 단양군 단성면 월악로 3827
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
문의및안내
관련 홈페이지
상세정보
입산통제 기간
개요
구담.옥순봉(372m)은 단양팔경으로 유명한 구담봉과 옥순봉을 말한다. 구담봉은 기암절벽의 암형이 거북을 닮았고 물속의 바위에 거북무늬가 있다 하여 구담이라 하며  옥순봉은 희고 푸른 아름다운 바위들이 힘차게 솟아 마치 대나무 싹과 같다 하여 옥순이라 불리우며 조선 명종 초 단양군수로 부임한 퇴계 선생이 암벽에 단구동문이라 각명하여 소금강이란 별칭이 있을 만큼 아름다운 곳이다. 여지승람에 의하면 연산군 때의 문신 김일손이 절경의 협곡을 극찬한 곳으로 충주댐 호반과 금수산의 아름다운 절경을 한 눈에 볼 수 있다. 깎아지른 듯한 장엄한 기암절벽 위에 바위가 흡사 거북을 닮았다 하여 단양 구담봉 단양팔경의 세 번째 풍광을 만나기 위해서 충주호의 물길에 오른다. 장회나루에서 유람선을 타고 청풍나루까지 가는 길. 거대한 바위절벽이 시야를 가득 채우더니 이내 뱃머리를 비끼어 천천히 지나간다. 마치 커다란 거북이 한마리가 절벽을 기어오르고 있는 듯 한 형상으로 물 속의 바위 거북무늬가 있다고 하여 구담(龜潭)이라는 이름을 얻었다고 한다. 이 아담한 봉우리는 욕심도 많아 가깝게는 제비봉과 금수산을 끼고  멀게는 월악산을 바라다보고 있어 충주호 수상관광 코스 중에서도 가장 빼어난 경관을 자랑하고 있다. 구담봉의 풍광을 두고 중국의 소상팔경이 이보다 나을 수 없다며 극찬한 퇴계 이황 선생의 감상은 지나친 것이 아니었나 보다. 조선 인종 때 이지번이 이곳에 머무르며 칡넝쿨을 구담의 양안에 매고 비학(飛鶴)을 만들어 탔는데 사람들이 이를 보고 신선이라고 불렀다는 이야기도 잇다. 누구라도 구담봉의 신비로운 풍경 안에서는 전설이 되는 것 같다. 희고 푸른 바위들이 힘차게 치솟아 절개 있는 선비의 모습을 하고 있는 옥순봉 장회나루에서 청풍나루까지 가는 물길에서 구담봉의 꿈결같은 풍경을 뒤로하고 계속 유람선을 달리면서 눈 앞에 빨간 교각이 매력적인 옥순대교가 보이기 시작한다. 이는 옥순봉에 거의 다 이르렀다는 뜻이다. 희고 푸른 빛을 띤 바위들이 힘차게 솟아 마치 대나무싹과 같이 보인다는데서 유래한 옥순봉은 원래 청풍에 속해있는 경승지였다. 조선 명종 때 관기였던 두향은 그 절경에 반해 당시 단양 군수로 부임한 퇴계 이황 선생에게 옥순봉을 단양에 속하게 해달라는 청을 넣었다고 하다. 하지만  청풍부사의 거절로 일이 성사되지 않자 이황 선생은 석벽에 단구동문(丹丘洞門) 이라는 글을 새겨 단양의 관문으로 정했다는 사연이 전해진다. 훗날 청풍 부사가 그 글씨를 보고 감탄하여 단양군에 옥순봉을 내주었다는 뒷 이야기도 있다. 하지만  자연이 선사하는 아름다운 풍광에 과연 주인이 있겠는가? 보는 이는 그저 오랫동안 잊지 않도록 두 눈과 가슴에 그 모습을 깊게 새길 뿐이다.
이용안내
문의및안내
관광안내소 043-422-1146
관련 홈페이지
https://www.danyang.go.kr/tour/537
상세정보
입산통제 기간
산불예방  자연경관유지  자연환경보전 및 그 밖에 산림보호를 위하여 입산통제 지정
※ 입산통제 관련 자세한 정보는 국립공원 홈페이지 공지 참고 요망
구담봉 지도
구담봉
1000m
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
불영계곡 (경북 동해안 국가지질공원),"이미지 크게보기
불영계곡 (경북 동해안 국가지질공원)
분류
자연 > 자연관광지 > 계곡
위치
경상북도 울진군 울진읍 불영계곡로 2758
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
문의및안내
관련 홈페이지
개요
불영계곡은 울진군 서면 하원리부터 근남면 행곡리까지 이어지는 약 15km 의 긴 계곡이다. 이곳은 굽이진 계곡과 특이한 형태를 가지는 암석(부처바위  사랑바위)이 어우러져 아름다운 경관을 자랑한다. 불영계곡은 20억 년 전에 만들어진 편마암으로 이루어져 있다. 편마암은 땅 속 깊은 곳에서 아주 높은 열과 압력을 받아 변형된 암석으로  이러한 편마암이 드러나게 된 것은 동해로 흘러나가는 계곡물이 오랜 시간 편마암 위의 돌을 깎아냈기 때문이다. 또한 이곳의 편마암에는 오랜 시간에 걸쳐 형성된 지질작용들의 흔적이 잘 보존되어 있다. 그 중 가장 큰 특징인 흑백의 줄무늬(얼룩말 무늬)와 눈 모양 구조는 편마암이 땅 속 깊은 곳에서 만들어질 때 함께 만들어졌다. 줄무늬 구조는 높은 열에 의해 암석의 흰 성분과 검은 성분이 분리된 후 강한 압력에 눌려 흰 띠와 검은 띠가 생길 때 만들어지며  눈 모양 구조는 흰 성분끼리 서로 뭉쳐서 만들어진다. <출처 : 경북동해안지질공원>
이용안내
문의및안내
053-950-7996
관련 홈페이지
https://geotourism.or.kr/
불영사계곡 지도
불영사계곡
10km
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
담터계곡,"이미지 크게보기
담터계곡
분류
자연 > 자연관광지 > 계곡
위치
강원도 철원군 동송읍
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
쉬는날
주차시설
문의및안내
관련 홈페이지
상세정보
관광코스안내
이용가능시설
화장실
개요
동송읍 상노 2리에 위치한 담터는 초입부터 절경을 이루는데  용정산 남쪽 기슭에 자리한 먹바위와 신포동을 지나서 만나는 수직 절벽 불상암(높이 약100m)은 담터 절경이라 할 만하다. 담터는 산짐승을 사냥해서 잡아먹고 나서 버린 뼈가 담을 쌓을 정도여서  그런 이름이 붙었다. 이 곳은 한 여름에도 울창한 수목과 맑은 물로 한기를 느낄 정도다. 그래서 여름철과 가을철에 많은 관광객이 찾고 있다. 암반을 따라 흐르는 계곡물은 우기에도 흙탕물이 일지 않는다. 가을이면 계곡을 물들인 단풍 또한 이 곳의 숨겨진 볼거리이다.
이용안내
쉬는날
연중무휴
주차시설
주차 가능
문의및안내
033-450-5365
관련 홈페이지
https://www.cwg.go.kr/tour/index.do
상세정보
관광코스안내
* 담터계곡 - 고석정 - 직탕폭포 - 제2땅굴 - 월정역 - 노동당사 - 도피안사
* 담터계곡 - 승일교 - 순담계곡 - 삼부연폭포 - 군탄공원 - 저격능선 - 상해계곡 - 매월대
이용가능시설
야영장
화장실
있음
담터계곡 지도
담터계곡
10km
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
대구 평화시장 닭똥집 골목,"이미지 크게보기
대구 평화시장 닭똥집 골목
분류
인문(문화/예술/역사) > 체험관광지 > 이색거리
위치
대구광역시 동구 아양로9길 10 (신암동  평화시장 내)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
주차시설
유모차대여여부
신용카드가능여부
애완동물가능여부
문의및안내
관련 홈페이지
상세정보
화장실
개요
평화시장 닭똥집 골목은 1972년 이후 40여 년의 역사를 자랑한다. 닭똥집 골목은 말 그대로 닭똥집을 요리해서 판매하는 음식 골목이다. 1970년대에 대구 평화시장 앞 인력시장의 노동꾼들의 값싸게 먹을 수 있는 술안주로 개발되었다고 한다. 닭똥집을 프라이팬에 볶은 것이 아니라 치킨처럼 튀겨서 나온다. 저렴하고 맛이 있어 많은 이들이 찾고 있다. 또한  이곳 '평화시장 닭똥집 골목'이 사회복지공동모금회로부터 '착한골목' 전국 3호점에 선정됐다. 착한 골목은 골목 상점 업주들이 나눔의 뜻을 모아 사회복지공동모금회의 착한가게 캠페인에 가입해 나눔을 실천하는 골목을 선정하는 것이다.
이용안내
주차시설
평화 시장 안의 유료 주차장 이용
유모차대여여부
불가
신용카드가능여부
가능
애완동물가능여부
불가
문의및안내
053-662-4072
관련 홈페이지
https://tour.daegu.go.kr
상세정보
화장실
있음
대구 평화시장 닭똥집 골목 지도
대구 평화시장 닭똥집 골목
10km
© NAVER Corp.
일반
지형
위성
확대보기"
용봉산,"이미지 크게보기
용봉산
분류
자연 > 자연관광지 > 산
위치
충청남도 홍성군 홍북면 용봉산2길 87
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
문의및안내
관련 홈페이지
상세정보
등산로
입 장 료
이용가능시설
화장실
개요
높이 381m로 큰 산은 아니며 험하지도 않으나 산 전체가 기묘한 바위와 봉우리로 이루어져 충남의 금강산이라 불릴만큼 아름답다. 정상까지 산행하는 동안 수백장의 한국화를 보듯이 시각각으로 풍경이 바뀌는 것이 용봉산의 특징이다. 이 산의 이름은 용의 몸집에 봉황의 머리를 얹은듯한 형상인데서 유래했다. 남방향 중턱과 서편산록에 완만한 경사가 길게 펼쳐져 있고 요소요소에 소나무 군락이 자연발생적으로 있으며  장군바위 등 절경과 백제 때 고찰인 용봉사와 마애석불(보물)을 비롯한 문화재가 곳곳마다 산재한다. 용봉산 정상에서 바라보는 예산의 덕숭산(수덕사)  서산의 가야산  예당 평야의 시원한 경치도 일품이다.
이용안내
문의및안내
용봉산안내소 041-630-1785
관련 홈페이지
홍성 문화관광 http://tour.hongseong.go.kr
상세정보
등산로
[1코스 / 약 2시간 30분 소요] 용봉초교→미륵불 용도사→투석봉→최고봉 (정상)→노적봉→악귀봉→임간 휴게소→용바위→병풍바위→구룡대 매표소
[2코스 / 약 3시간 30분 소요] 구룡대 매표소→병풍바위→용바위→임간 휴게소→악귀봉→노적봉→최고봉(정상)→루석봉→미륵불 용도사→용봉폭포→산림휴양관→구룡대 매표소
[3코스 / 약 2시간 소요] 휴양림 관리소→최영장군 활터→최고봉(정상)→노적봉→악귀봉→마애석불→용봉사→구룡대 매표소
입 장 료
[용봉산 자연휴양림 입장료]
개인 - 어른 1 000원 / 청소년·군인 800원 / 어린이 400원
단체 - 어른 800원 / 청소년·군인 600원 / 어린이 200원
이용가능시설
청소년 수련시설
화장실
있음
용봉산 지도
용봉산
3km
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
해남 해바라기농장,"이미지 크게보기
해남 해바라기농장
분류
인문(문화/예술/역사) > 체험관광지 > 관광농원
위치
전라남도 해남군 마산면 노하리
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
애완동물가능여부
문의및안내
관련 홈페이지
상세정보
관광코스안내
개요
해남 해바라기 농장은 농업회사법인 ㈜남해에서 조성한 것으로 28.7ha의 넓은 간척지를 노랗게 물들이고 있어 색다른 여름철 볼거리다.어른이 까치발을 하고 서서봐도 끝이 보이지 않는 해바라기 농장은 유럽이나 호주의 초원에 서 있는 듯한 기분마저 들게 한다. 사람들은 농로를 따라 걷고  꽃을 구경하고  사진을 촬영한다. '당신을 바라보고 있어요'라는 꽃말처럼 해바라기들은 여행객을 정면에서 바라보고 있어 여행객들의 발길을 사로잡는다.
이용안내
애완동물가능여부
가능
문의및안내
061-531-3434
관련 홈페이지
http://www.haenam.go.kr/tour/
상세정보
관광코스안내
* 해바라기농장 - 우항리공룡박물관 - 중식(공룡식당-꽃게장백반) - 우수영관광지 - 화원 목포구등대
* 두륜케이블카 - 대흥사 - 중식(닭코스요리) - 고산윤선도유적지 - 해바라기농장
* 해바라기농장 - 4est수목원 - 중식(땅끝관광지) - 땅끝관광지 - 송호해수욕장
해남 해바라기농장 지도
해남 해바라기농장
10km
© NAVER Corp.
일반
지형
위성
확대보기"
동악산(곡성),"이미지 크게보기
동악산(곡성)
분류
자연 > 자연관광지 > 산
위치
전라남도 곡성군 곡성읍 학정리
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
쉬는날
주차시설
문의및안내
관련 홈페이지
상세정보
입 장 료
주차요금
화장실
개요
동악산은 전라남도 곡성군 북쪽에 자리잡은 높이 735m의 산이다. 북쪽 아래에는 섬진강이 흐르고 남쪽으로는 형제봉과 최악산으로 이어진다. 산속으로 들어가면 골짜기가 깊고  바위로 이뤄진 산세는 범상치 않다. 신라 무열왕 7년(660)  원효가 길상암과 도림사를 세울때 하늘의 풍악에 산이 춤을 췄다고 하여 동악산이라 불린다. 산 남쪽 성류구곡에 위치한 도림사는 신라 진평왕 때 창건된 사찰이다. 이 절의 처음 이름은 신덕왕후가 행차한 곳의 절이라는 의미의 신덕사였으나 현재는 도를 닦는 승려들이 수풀처럼 모이는 곳이라는 뜻의 도림사로 불리고 있다.
이용안내
쉬는날
연중무휴
주차시설
있음
문의및안내
061-360-8780
관련 홈페이지
https://www.gokseong.go.kr/tour
상세정보
입 장 료
* 도림사 문화재 관람요금
- 성인 2 000원 / 청소년 1 500원 / 어린이 1 000원
주차요금
무료
화장실
있음
동악산(곡성) 지도
동악산(곡성)
10km
© NAVER Corp.
일반
지형
위성
확대보기"
aT센터(에이티센터),"이미지 크게보기
aT센터(에이티센터)
분류
인문(문화/예술/역사) > 문화시설 > 컨벤션센터
위치
서울특별시 서초구 강남대로 27
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
주차시설
주차요금
애완동물가능여부
문의및안내
관련 홈페이지
상세정보
대관안내
개요
aT센터는 국제적인 전시 컨벤션과 무역 비즈니스가 한 곳에서 이루어지는 새로운 스타일의 전시 컨벤션센터이다.최첨단 수준의 전시장과 회의장에서 다양한 형태의 전시  회의  세미나  연회  이벤트  공연 등을 개최할 수 있으며  동시통역시스템  AV시스템  냉장창고 등 최첨단 시설을 갖추고 행사의 성공을 완벽하게 지원한다. 또한  무역정보센터  수출상사관  수출홍보관이 입주한 무역 전지기지로서  수출유망품목의 상설전시  홍보  외국바이어 상담과 거래알선  해외정보 수집등의 수출지원 서비스를 원스톱으로 제공하고 있다.교통이 편리하고 주변환경이 쾌적할 뿐만 아니라 병원  휘트니스  상가  식당가  대형 주차장 등 다양한 편의시설을 갖추고 있어 문화  휴식 공간으로 활용되고 있다.
이용안내
주차시설
주차 가능
주차요금
[시간주차] 승용차 10분 이내 무료  추가 10분당 700원 (1시간 4 200원)
[1일주차(24시간)] 승용차 36 000원(전시주최자와 참가업체가 24시간 행사권 구입 사용시 25 200원)
[정기주차] 입주 업체 : 월 110 000원
※ 국가유공자  장애인  경차 50% 할인
※ 전시행사 이용고객(바코드소지자) 30% 할인
애완동물가능여부
불가
문의및안내
02-6300-1114
관련 홈페이지
aT센터 http://atcenter.at.or.kr
상세정보
대관안내
[대관문의]
- 전시장 : 02-6300-1402
- 회의실 : 02-6300-1401
- 수출상사관 : 02-6300-1462
- 예식장 : 02-6300-2300
aT센터(에이티센터) 지도
aT센터(에이티센터)
10km
© NAVER Corp.
일반
지형
위성
확대보기"
토왕성폭포,"분류
자연 > 자연관광지 > 폭포
위치
강원도 속초시 설악산로 (설악동)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
쉬는날
주차시설
유모차대여여부
애완동물가능여부
문의및안내
관련 홈페이지
상세정보
주차요금
화장실
입 장 료
개요
비룡폭포 왼쪽 석벽을 오르면 탁 트인 골짜기 속에 떨어지는 거대한 물줄기를 만난다. 이것이 토왕성폭포이다. 일명 선광(禪光)폭포라고도 불리며  설악산을 대표하는 3대 폭포 중의 하나이다. 설악산 신흥사 동남쪽으로 석가봉  문주봉  보현봉  문필봉  노적봉 등이 병풍처럼 둘러싼 바위벽들 한가운데로 3단을 이루며 떨어지는 연폭(連瀑)으로 그 모습이 멀리서 보면  마치 선녀가 흰 비단을 바위 위에 널어놓은 듯 아름답다. 겨울철 이 폭포의 빙벽은 산악인들의 빙벽훈련장으로 사랑받는다.
이용안내
쉬는날
연중무휴
주차시설
주차가능
유모차대여여부
불가
애완동물가능여부
불가
문의및안내
033-801-0900
관련 홈페이지
설악산국립공원 http://seorak.knps.or.kr
상세정보
주차요금
(비수기) 경형 2 000원 / 중소형 4 000원 / 대형 6 000원
(성수기) 경형 2 000원 / 중소형 5 000원 / 대형 7 500원
화장실
있음
입 장 료
무료
토왕성폭포 지도
일반
지형
위성
길찾기
확대보기"
의성 탑산약수온천,"이미지 크게보기
의성 탑산약수온천
분류
인문(문화/예술/역사) > 휴양관광지 > 온천/욕장/스파
위치
경상북도 의성군 봉양면 도리원2길 88-42
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
쉬는날
주차시설
신용카드가능여부
애완동물가능여부
문의및안내
관련 홈페이지
상세정보
입 장 료
이용가능시설
화장실
주차요금
개요
경북 의성군에 위치한 의성탑산약수온천은 1995년에 개장하였다. 수질이 뛰어나다는 소문과 함께 의성  영주  예천  영양 등 경북 내륙 지역은 물론  대구와 구미 등지의 주말 온천나들이 차량과 중앙고속도로를 이용하는 관광버스들이 줄지어 찾아들어 크게 성황을 이룬다. 약 7 000만 년 전 인근에 있는 금성산(金城山)의 화산 분출로 생겨난 것으로 추정된다. 수질은 pH 9.0~9.3℃이고  토출온도는 25.7~26.9℃로 수온이 낮은 편이다. 국내 최고 게르마늄온천(72.4㎍)으로 판명됐다고 한다  따라서 온천수의 효능도 남다르다. 피부미용  당뇨  혈압  위장병  관절염 등은 물론 항암작용까지 있는 것으로 알려지고 있다.

* 온천과 함께 즐길 수 있는 것 *

의성탑산약수온천에는 한번에 600명을 수용할 수 있는 온천탕과 객실 30개 규모의 온천장시설 및 부대시설로 노래방  요리전문점  연회장  농산물 직판장 등이 있다. 또한  중앙고속도로 옆에 있어 접근이 용이하며  인근에는 수정사(水淨寺)  공룡발자국화석  고운사(孤雲寺)  빙계계곡(氷溪溪谷)  의성 탑리 오층석탑(국보 77) 등 관광명소가 많이 있다. 온천으로 몸을 풀고 인근의 관광지를 여행하는 것도 온천여행으로 좋은 코스라 할 수 있다.
이용안내
이용시간
06:00~20:30
쉬는날
연중무휴
주차시설
있음
신용카드가능여부
가능
애완동물가능여부
불가
문의및안내
054-833-5001
관련 홈페이지
http://www.topsanspa.com
상세정보
입 장 료
대인 7 000원 / 소인(6세 미만) 4 000원
※ 할인(06:00~08:00  19:30~20:30) 6 000원
이용가능시설
1층 - 안내실  식당가 (한식당  분식당  양식당)  매점  오락실
2층 - 여온천탕  사무실
3층 - 남온천탕  가요주점
5층 - 소연회장  모텔(침대/온돌)
6층 - 대연회장  모텔(침대/온돌)  실외골프연습장
화장실
있음
주차요금
무료
의성탑산약수온천 지도
의성탑산약수온천
3km
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
백암산(울진),"이미지 크게보기
백암산(울진)
분류
자연 > 자연관광지 > 산
위치
경북 울진군 온정면   영양군 수비면 죽파리
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
문의및안내
관련 홈페이지
상세정보
등산로
개요
백암산(1 004m)은 '흰 바위산'이란 이름 그대로 정상의 바위가 흰 색이다. 또한  1천m급의 산답게 겨울에는 눈이 많이 쌓이는 곳으로 유명하다. 아침 일찍 산행을 하면 정상에서 동해 일출의 장관도 만날 수 있다. 산행은 백암온천호텔 앞에서 시작된다. 남쪽 능선을 따라 소나무숲길을 계속 올라가면 정상에 이른다. 정상에 서면 울진  영덕 등의 동해안 바다와 서쪽으로 영양군 산림지대  북으로 태백산맥의 주능선이 고루고루 시야에 들어온다. 정상의 북쪽 계곡에는 선시골(일명 신선골) 등 용이 살았다는 늪을 비롯해  수십개의 늪과 담이 있고  아래 능선에는 신라 때 쌓은 고모산성  할매산성  조선 선조 때의 백암산성이 있다. * 백암온천 평해읍으로부터 서쪽 방면 12km 떨어진 곳에 있는 백암온천은 수온이 섭씨 48도이고  라듐이 많이 함유되어 있는 국내 유일의 방사능 알칼리성 온천으로 숙박시설을 비롯한 여러가지 관광편의시설이 잘 되어있으며  주위에는 동해해수욕장과 백암산의 절경과 관동팔경의 월송정과 망양정  성류굴  불영사  통고산 휴양림 등이 있다. 이 곳 온천수는 신경통  만성 관절염  동맥경화증 등 여러 질병에 효과가 뛰어나다고 한다.
이용안내
문의및안내
054-787-5929
관련 홈페이지
울진문화관광 http://www.uljin.go.kr/tour
상세정보
등산로
코스1 : 온천장-천냥묘-정상갈림길-백암산정상 (6.1km  약 2시간소요)
코스2 : 온천장-백암폭포갈림길-백암폭포-백암산성-백암산정상 (6.1km  약 2시간소요(편도))
코스3 : 내선미마을-용소-합수곡-정상갈림길-백암산정상 (신선계곡탐방로  9.6km  약 3시간 40분 소요)
백암산 지도
백암산
10km
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
